"日期","收市","開市","高","低","成交量","更改%"
"2019年4月25日","5.73","5.79","5.80","5.72","141.11M","-1.55%"
"2019年4月24日","5.82","5.90","5.90","5.78","165.14M","-1.02%"
"2019年4月23日","5.88","5.95","5.97","5.86","195.26M","-0.84%"
"2019年4月22日","5.93","5.91","6.01","5.86","286.97M","1.02%"
"2019年4月19日","5.87","5.85","5.88","5.81","111.56M","0.34%"
"2019年4月18日","5.85","5.87","5.89","5.83","128.77M","-0.51%"
"2019年4月17日","5.88","5.88","5.91","5.85","164.41M","-0.34%"
"2019年4月16日","5.90","5.79","5.90","5.71","227.53M","1.55%"
"2019年4月15日","5.81","5.85","5.90","5.81","166.92M","-0.17%"
"2019年4月12日","5.82","5.81","5.83","5.78","130.44M","-0.17%"
"2019年4月11日","5.83","5.90","5.92","5.81","182.46M","-1.19%"
"2019年4月10日","5.90","5.94","5.94","5.85","223.72M","-1.01%"
"2019年4月9日","5.96","6.01","6.04","5.92","223.27M","-1.16%"
"2019年4月8日","6.03","6.03","6.10","5.96","356.30M","1.69%"
"2019年4月4日","5.93","5.85","5.94","5.83","284.44M","1.19%"
"2019年4月3日","5.86","5.82","5.88","5.80","195.68M","0.86%"
"2019年4月2日","5.81","5.86","5.88","5.79","183.23M","-0.51%"
"2019年4月1日","5.84","5.75","5.84","5.74","259.45M","1.74%"
"2019年3月29日","5.74","5.65","5.75","5.61","198.15M","1.77%"
"2019年3月28日","5.64","5.69","5.70","5.62","116.25M","-1.40%"
"2019年3月27日","5.72","5.71","5.75","5.69","111.25M","0.35%"
"2019年3月26日","5.70","5.80","5.82","5.67","210.22M","-2.06%"
"2019年3月25日","5.82","5.93","5.93","5.79","260.35M","-2.68%"
"2019年3月22日","5.98","6.01","6.02","5.94","92.82M","-0.50%"
"2019年3月21日","6.01","6.03","6.05","5.98","100.93M","0.17%"
"2019年3月20日","6.00","6.04","6.08","5.96","127.87M","-0.83%"
"2019年3月19日","6.05","6.08","6.10","6.02","124.80M","-0.17%"
"2019年3月18日","6.06","5.95","6.07","5.92","170.83M","2.02%"
"2019年3月15日","5.94","5.94","5.98","5.89","105.39M","0.17%"
"2019年3月14日","5.93","5.93","6.00","5.89","109.56M","0.68%"
"2019年3月13日","5.89","5.98","5.98","5.86","116.06M","-1.51%"
"2019年3月12日","5.98","5.90","6.05","5.90","181.42M","1.87%"
"2019年3月11日","5.87","5.84","5.89","5.82","136.33M","0.34%"
"2019年3月8日","5.85","6.01","6.03","5.82","195.83M","-3.78%"
"2019年3月7日","6.08","6.07","6.10","6.03","240.33M","-0.82%"
"2019年3月6日","6.13","6.08","6.16","6.05","278.99M","0.66%"
"2019年3月5日","6.09","6.11","6.11","6.04","173.51M","-0.33%"
"2019年3月4日","6.11","6.08","6.22","6.04","280.48M","0.49%"
"2019年3月1日","6.08","6.04","6.08","6.00","129.18M","1.16%"
"2019年2月28日","6.01","6.03","6.06","6.00","117.62M","-0.50%"
"2019年2月27日","6.04","6.00","6.10","5.99","190.57M","0.67%"
"2019年2月26日","6.00","6.01","6.06","5.96","240.81M","-1.15%"
"2019年2月25日","6.07","5.89","6.08","5.87","269.77M","3.23%"
"2019年2月22日","5.88","5.84","5.88","5.77","96.07M","0.17%"
"2019年2月21日","5.87","5.91","5.92","5.84","79.29M","-0.51%"
"2019年2月20日","5.90","5.87","5.91","5.86","64.92M","0.34%"
"2019年2月19日","5.88","5.90","5.93","5.85","85.28M","-0.34%"
"2019年2月18日","5.90","5.82","5.92","5.81","126.25M","2.61%"
"2019年2月15日","5.75","5.84","5.87","5.73","79.48M","-1.54%"
"2019年2月14日","5.84","5.85","5.88","5.82","85.65M","-0.34%"
"2019年2月13日","5.86","5.71","5.88","5.70","136.01M","2.99%"
"2019年2月12日","5.69","5.70","5.71","5.65","111.36M","-0.18%"
"2019年2月11日","5.70","5.70","5.72","5.60","101.04M","-0.70%"
"2019年2月1日","5.74","5.73","5.78","5.70","77.14M","0.17%"
"2019年1月31日","5.73","5.67","5.77","5.63","108.23M","1.78%"
"2019年1月30日","5.63","5.60","5.68","5.58","86.19M","0.36%"
"2019年1月29日","5.61","5.54","5.62","5.49","129.51M","1.08%"
"2019年1月28日","5.55","5.57","5.64","5.53","146.13M","1.46%"
"2019年1月25日","5.47","5.47","5.50","5.46","67.57M","0.74%"
"2019年1月24日","5.43","5.38","5.45","5.35","75.68M","0.93%"
"2019年1月23日","5.38","5.35","5.42","5.34","64.36M","0.00%"
"2019年1月22日","5.38","5.48","5.49","5.34","91.07M","-1.82%"
"2019年1月21日","5.48","5.44","5.50","5.43","101.25M","1.48%"
"2019年1月18日","5.40","5.40","5.42","5.36","100.18M","0.75%"
"2019年1月17日","5.36","5.41","5.42","5.34","75.26M","-0.56%"
"2019年1月16日","5.39","5.35","5.40","5.33","83.50M","1.13%"
"2019年1月15日","5.33","5.30","5.37","5.30","86.19M","0.76%"
"2019年1月14日","5.29","5.32","5.35","5.28","72.63M","-1.12%"
"2019年1月11日","5.35","5.31","5.36","5.28","80.13M","0.94%"
"2019年1月10日","5.30","5.41","5.44","5.29","145.19M","-0.93%"
"2019年1月9日","5.35","5.29","5.41","5.29","190.08M","2.10%"
"2019年1月8日","5.24","5.18","5.26","5.17","152.64M","1.16%"
"2019年1月7日","5.18","5.16","5.19","5.12","200.16M","1.57%"
"2019年1月4日","5.10","5.01","5.12","5.00","161.67M","1.19%"
"2019年1月3日","5.04","5.03","5.05","4.96","154.79M","0.60%"
"2019年1月2日","5.01","5.10","5.11","4.96","218.56M","-0.79%"
"2018年12月28日","5.05","5.05","5.12","4.99","322.14M","-3.81%"
"2018年12月27日","5.25","5.79","5.85","5.23","429.66M","-6.75%"
"2018年12月26日","5.63","5.63","5.67","5.60","56.06M","0.18%"
"2018年12月25日","5.62","5.64","5.67","5.55","77.82M","-2.09%"
"2018年12月24日","5.74","5.57","5.77","5.56","108.65M","1.95%"
"2018年12月21日","5.63","5.55","5.63","5.51","67.82M","0.36%"
"2018年12月20日","5.61","5.66","5.67","5.57","73.59M","-0.71%"
"2018年12月19日","5.65","5.75","5.75","5.65","119.93M","-2.75%"
"2018年12月18日","5.81","5.92","5.94","5.81","82.69M","-2.68%"
"2018年12月17日","5.97","5.88","5.98","5.88","62.43M","1.36%"
"2018年12月14日","5.89","5.94","5.99","5.89","112.50M","-0.67%"
"2018年12月13日","5.93","5.85","5.95","5.85","75.96M","1.19%"
"2018年12月12日","5.86","5.89","5.89","5.84","48.57M","0.17%"
"2018年12月11日","5.85","5.88","5.89","5.83","62.03M","-1.18%"
"2018年12月10日","5.92","5.88","5.94","5.87","86.00M","1.02%"
"2018年12月7日","5.86","5.86","5.89","5.84","39.09M","-0.17%"
"2018年12月6日","5.87","5.93","5.94","5.84","92.37M","-1.68%"
"2018年12月5日","5.97","5.96","6.01","5.94","56.87M","-0.83%"
"2018年12月4日","6.02","6.06","6.08","5.97","91.13M","-0.66%"
"2018年12月3日","6.06","6.00","6.08","5.98","160.64M","2.71%"
"2018年11月30日","5.90","5.86","5.92","5.85","69.81M","1.20%"
"2018年11月29日","5.83","5.87","5.90","5.82","50.46M","-0.68%"
"2018年11月28日","5.87","5.82","5.89","5.80","55.37M","1.03%"
"2018年11月27日","5.81","5.82","5.85","5.79","53.09M","0.35%"
"2018年11月26日","5.79","5.75","5.83","5.71","76.79M","-0.86%"
"2018年11月23日","5.84","5.88","5.89","5.83","80.22M","-1.18%"
"2018年11月22日","5.91","5.96","5.96","5.89","85.93M","-0.67%"
"2018年11月21日","5.95","5.95","5.96","5.86","147.28M","-1.82%"
"2018年11月20日","6.06","6.10","6.12","6.01","86.03M","-1.14%"
"2018年11月19日","6.13","6.07","6.14","6.05","85.82M","1.32%"
"2018年11月16日","6.05","6.01","6.08","6.00","134.72M","0.83%"
"2018年11月15日","6.00","5.98","6.01","5.96","108.32M","0.50%"
"2018年11月14日","5.97","6.08","6.08","5.93","217.83M","-3.40%"
"2018年11月13日","6.18","6.10","6.20","6.10","95.74M","0.00%"
"2018年11月12日","6.18","6.13","6.19","6.10","87.32M","0.65%"
"2018年11月9日","6.14","6.23","6.24","6.12","82.41M","-1.76%"
"2018年11月8日","6.25","6.29","6.31","6.24","69.95M","0.16%"
"2018年11月7日","6.24","6.31","6.32","6.22","90.08M","-1.73%"
"2018年11月6日","6.35","6.30","6.37","6.27","102.06M","0.47%"
"2018年11月5日","6.32","6.28","6.33","6.23","101.94M","0.00%"
"2018年11月2日","6.32","6.28","6.32","6.22","177.99M","0.96%"
"2018年11月1日","6.26","6.30","6.32","6.22","128.18M","-0.79%"
"2018年10月31日","6.31","6.35","6.36","6.23","114.71M","0.00%"
"2018年10月30日","6.31","6.27","6.37","6.21","98.58M","1.28%"
"2018年10月29日","6.23","6.32","6.39","6.20","136.26M","-0.48%"
"2018年10月26日","6.26","6.23","6.32","6.20","132.76M","0.97%"
"2018年10月25日","6.20","6.08","6.22","6.04","115.15M","0.16%"
"2018年10月24日","6.19","6.12","6.29","6.03","162.77M","-0.96%"
"2018年10月23日","6.25","6.43","6.47","6.22","119.93M","-3.25%"
"2018年10月22日","6.46","6.33","6.57","6.29","221.14M","2.38%"
"2018年10月19日","6.31","6.13","6.35","6.02","136.84M","1.61%"
"2018年10月18日","6.21","6.37","6.42","6.19","141.26M","-4.02%"
"2018年10月17日","6.47","6.63","6.63","6.39","173.48M","-1.22%"
"2018年10月16日","6.55","6.49","6.70","6.49","113.74M","1.08%"
"2018年10月15日","6.48","6.52","6.57","6.45","87.89M","-0.61%"
"2018年10月12日","6.52","6.35","6.55","6.35","134.63M","1.87%"
"2018年10月11日","6.40","6.47","6.51","6.32","189.64M","-4.05%"
"2018年10月10日","6.67","6.67","6.77","6.61","105.13M","0.15%"
"2018年10月9日","6.66","6.62","6.77","6.54","199.68M","0.60%"
"2018年10月8日","6.62","6.90","6.92","6.58","324.86M","-7.02%"
"2018年9月28日","7.12","7.06","7.14","7.01","101.07M","1.14%"
"2018年9月27日","7.04","7.05","7.09","7.00","121.38M","-0.42%"
"2018年9月26日","7.07","6.89","7.12","6.88","226.49M","2.76%"
"2018年9月25日","6.88","6.94","7.03","6.84","108.92M","-1.01%"
"2018年9月21日","6.95","6.89","6.95","6.78","125.93M","0.87%"
"2018年9月20日","6.89","6.93","6.97","6.85","82.53M","-0.58%"
"2018年9月19日","6.93","6.80","6.96","6.78","131.86M","1.76%"
"2018年9月18日","6.81","6.69","6.81","6.66","100.92M","1.49%"
"2018年9月17日","6.71","6.76","6.76","6.65","65.40M","-0.89%"
"2018年9月14日","6.77","6.80","6.81","6.73","71.45M","-0.88%"
"2018年9月13日","6.83","6.71","6.86","6.68","157.26M","2.71%"
"2018年9月12日","6.65","6.66","6.76","6.57","104.85M","-1.92%"
"2018年9月11日","6.78","6.72","6.81","6.66","105.38M","0.89%"
"2018年9月10日","6.72","6.68","6.76","6.67","85.01M","0.60%"
"2018年9月7日","6.68","6.68","6.77","6.65","74.47M","-0.30%"
"2018年9月6日","6.70","6.69","6.73","6.66","73.59M","0.00%"
"2018年9月5日","6.70","6.86","6.89","6.68","93.78M","-2.76%"
"2018年9月4日","6.89","6.83","6.94","6.72","108.10M","1.17%"
"2018年9月3日","6.81","6.80","6.89","6.75","71.43M","-0.44%"
"2018年8月31日","6.84","6.82","6.92","6.71","124.53M","0.59%"
"2018年8月30日","6.80","6.92","6.96","6.80","73.87M","-0.87%"
"2018年8月29日","6.86","6.85","6.97","6.83","125.62M","0.15%"
"2018年8月28日","6.85","6.80","6.98","6.79","155.14M","0.44%"
"2018年8月27日","6.82","6.69","6.83","6.68","192.26M","2.87%"
"2018年8月24日","6.63","6.56","6.65","6.54","65.25M","0.91%"
"2018年8月23日","6.57","6.56","6.63","6.51","75.99M","0.61%"
"2018年8月22日","6.53","6.51","6.61","6.49","66.78M","0.77%"
"2018年8月21日","6.48","6.48","6.53","6.45","64.88M","0.31%"
"2018年8月20日","6.46","6.33","6.47","6.32","68.33M","2.05%"
"2018年8月17日","6.33","6.45","6.46","6.31","58.04M","-0.94%"
"2018年8月16日","6.39","6.38","6.50","6.33","71.84M","-1.54%"
"2018年8月15日","6.49","6.59","6.59","6.47","89.51M","-2.11%"
"2018年8月14日","6.63","6.59","6.65","6.56","68.20M","0.45%"
"2018年8月13日","6.60","6.61","6.64","6.52","83.62M","-0.45%"
"2018年8月10日","6.63","6.66","6.71","6.58","84.78M","-1.19%"
"2018年8月9日","6.71","6.62","6.74","6.56","129.78M","-0.30%"
"2018年8月8日","6.73","6.74","6.84","6.70","115.87M","-0.88%"
"2018年8月7日","6.79","6.56","6.80","6.56","155.49M","4.30%"
"2018年8月6日","6.51","6.55","6.70","6.47","89.52M","-1.06%"
"2018年8月3日","6.58","6.54","6.67","6.52","79.16M","0.92%"
"2018年8月2日","6.52","6.64","6.64","6.44","96.03M","-1.95%"
"2018年8月1日","6.65","6.70","6.77","6.65","78.70M","-1.63%"
"2018年7月31日","6.76","6.62","6.83","6.60","110.24M","2.42%"
"2018年7月30日","6.60","6.59","6.65","6.55","61.90M","-0.30%"
"2018年7月27日","6.62","6.56","6.62","6.52","65.86M","0.91%"
"2018年7月26日","6.56","6.57","6.63","6.50","64.32M","0.31%"
"2018年7月25日","6.54","6.64","6.67","6.52","110.60M","0.31%"
"2018年7月24日","6.52","6.42","6.60","6.40","105.01M","1.40%"
"2018年7月23日","6.43","6.38","6.45","6.34","73.04M","0.63%"
"2018年7月20日","6.39","6.26","6.41","6.26","79.04M","2.24%"
"2018年7月19日","6.25","6.23","6.30","6.22","47.23M","0.64%"
"2018年7月18日","6.21","6.22","6.26","6.17","50.22M","0.16%"
"2018年7月17日","6.20","6.27","6.27","6.16","86.81M","-2.05%"
"2018年7月16日","6.33","6.34","6.37","6.25","43.54M","-0.16%"
"2018年7月13日","6.34","6.33","6.37","6.30","45.53M","-0.16%"
"2018年7月12日","6.35","6.29","6.38","6.25","118.77M","-0.47%"
"2018年7月11日","6.38","6.40","6.42","6.32","50.38M","-2.00%"
"2018年7月10日","6.51","6.44","6.54","6.37","76.46M","1.56%"
"2018年7月9日","6.41","6.28","6.42","6.27","60.42M","2.23%"
"2018年7月6日","6.27","6.20","6.30","6.16","64.52M","-0.63%"
"2018年7月5日","6.31","6.21","6.32","6.04","133.50M","1.28%"
"2018年7月4日","6.23","6.21","6.27","6.20","67.55M","-0.64%"
"2018年7月3日","6.27","6.32","6.33","6.16","101.68M","-0.63%"
"2018年7月2日","6.31","6.45","6.50","6.25","91.32M","-2.77%"
"2018年6月29日","6.49","6.48","6.52","6.36","80.43M","0.62%"
"2018年6月28日","6.45","6.33","6.52","6.33","126.97M","2.54%"
"2018年6月27日","6.29","6.15","6.35","6.15","172.58M","3.11%"
"2018年6月26日","6.10","6.19","6.21","6.05","83.61M","-1.93%"
"2018年6月25日","6.22","6.33","6.37","6.21","73.94M","-0.80%"
"2018年6月22日","6.27","6.40","6.40","6.21","98.91M","-2.18%"
"2018年6月21日","6.41","6.41","6.48","6.38","75.50M","0.16%"
"2018年6月20日","6.40","6.43","6.44","6.35","70.34M","-0.78%"
"2018年6月19日","6.45","6.43","6.55","6.31","324.90M","-0.62%"
"2018年6月15日","6.49","6.45","6.52","6.43","72.95M","0.46%"
"2018年6月14日","6.46","6.47","6.55","6.41","91.70M","-0.46%"
"2018年6月13日","6.49","6.39","6.55","6.38","91.45M","0.93%"
"2018年6月12日","6.43","6.33","6.44","6.33","95.91M","1.42%"
"2018年6月11日","6.34","6.45","6.46","6.31","99.00M","-2.46%"
"2018年6月8日","6.50","6.53","6.58","6.47","84.06M","-0.31%"
"2018年6月7日","6.52","6.51","6.54","6.46","78.64M","0.00%"
"2018年6月6日","6.52","6.55","6.56","6.46","95.43M","-0.91%"
"2018年6月5日","6.58","6.65","6.66","6.51","122.71M","-6.67%"
"2018年6月4日","7.05","6.98","7.10","6.96","121.71M","0.71%"
"2018年6月1日","7.00","7.00","7.06","6.94","90.88M","-0.71%"
"2018年5月31日","7.05","6.89","7.07","6.88","160.16M","3.22%"
"2018年5月30日","6.83","6.84","6.94","6.81","97.02M","-1.73%"
"2018年5月29日","6.95","6.94","6.99","6.91","78.47M","0.43%"
"2018年5月28日","6.92","6.83","6.93","6.74","138.92M","-0.57%"
"2018年5月25日","6.96","6.96","6.99","6.84","124.17M","-0.57%"
"2018年5月24日","7.00","6.99","7.10","6.95","105.48M","-0.14%"
"2018年5月23日","7.01","7.24","7.25","6.99","192.22M","-3.58%"
"2018年5月22日","7.27","7.27","7.32","7.22","110.53M","0.00%"
"2018年5月21日","7.27","7.36","7.45","7.21","267.90M","-2.15%"
"2018年5月18日","7.43","7.11","7.45","7.08","248.46M","4.50%"
"2018年5月17日","7.11","7.12","7.17","7.08","100.34M","0.14%"
"2018年5月16日","7.10","7.11","7.11","7.04","122.65M","-0.84%"
"2018年5月15日","7.16","7.17","7.17","7.08","100.85M","0.28%"
"2018年5月14日","7.14","7.23","7.23","7.09","163.88M","-1.52%"
"2018年5月11日","7.25","7.29","7.29","7.19","82.32M","-0.28%"
"2018年5月10日","7.27","7.27","7.32","7.20","132.18M","1.11%"
"2018年5月9日","7.19","7.13","7.27","7.12","155.98M","1.70%"
"2018年5月8日","7.07","7.17","7.23","7.04","180.74M","-1.53%"
"2018年5月7日","7.18","7.04","7.19","6.98","168.09M","2.43%"
"2018年5月4日","7.01","7.02","7.03","6.91","99.50M","0.14%"
"2018年5月3日","7.00","6.86","7.04","6.82","147.52M","1.89%"
"2018年5月2日","6.87","6.89","6.92","6.81","90.55M","-0.58%"
"2018年4月27日","6.91","6.79","6.95","6.73","155.24M","2.37%"
"2018年4月26日","6.75","6.76","6.78","6.68","106.57M","0.00%"
"2018年4月25日","6.75","6.88","6.89","6.73","149.30M","-2.74%"
"2018年4月24日","6.94","6.81","7.03","6.81","168.89M","1.61%"
"2018年4月23日","6.83","6.78","6.85","6.69","113.53M","0.00%"
"2018年4月20日","6.83","6.85","6.89","6.76","119.40M","-1.01%"
"2018年4月19日","6.90","6.96","7.00","6.84","168.50M","0.73%"
"2018年4月18日","6.85","6.69","6.86","6.66","170.52M","3.47%"
"2018年4月17日","6.62","6.67","6.71","6.58","120.37M","-1.34%"
"2018年4月16日","6.71","6.85","6.87","6.62","173.83M","-1.76%"
"2018年4月13日","6.83","6.90","6.93","6.82","103.70M","-1.59%"
"2018年4月12日","6.94","6.94","6.99","6.84","178.66M","0.73%"
"2018年4月11日","6.89","6.91","7.04","6.86","261.70M","1.77%"
"2018年4月10日","6.77","6.67","6.78","6.57","197.98M","2.73%"
"2018年4月9日","6.59","6.50","6.65","6.47","197.32M","2.49%"
"2018年4月4日","6.43","6.43","6.52","6.40","109.65M","0.78%"
"2018年4月3日","6.38","6.36","6.42","6.26","124.05M","-0.78%"
"2018年4月2日","6.43","6.48","6.55","6.41","136.57M","-0.77%"
"2018年3月30日","6.48","6.60","6.61","6.44","137.83M","-2.11%"
"2018年3月29日","6.62","6.43","6.67","6.38","190.15M","2.95%"
"2018年3月28日","6.43","6.54","6.59","6.34","196.95M","-3.16%"
"2018年3月27日","6.64","6.75","6.79","6.59","190.21M","0.00%"
"2018年3月26日","6.64","6.80","6.80","6.48","260.54M","-2.78%"
"2018年3月23日","6.83","6.61","6.87","6.55","311.38M","-0.15%"
"2018年3月22日","6.84","6.92","6.97","6.78","138.41M","-0.15%"
"2018年3月21日","6.85","6.89","6.99","6.76","249.44M","0.29%"
"2018年3月20日","6.83","6.56","6.86","6.55","272.15M","3.64%"
"2018年3月19日","6.59","6.42","6.62","6.42","160.43M","2.65%"
"2018年3月16日","6.42","6.39","6.49","6.36","120.96M","0.00%"
"2018年3月15日","6.42","6.39","6.45","6.37","78.42M","0.00%"
"2018年3月14日","6.42","6.35","6.45","6.28","151.56M","0.78%"
"2018年3月13日","6.37","6.41","6.44","6.35","111.01M","-1.24%"
"2018年3月12日","6.45","6.46","6.51","6.42","167.76M","0.94%"
"2018年3月9日","6.39","6.43","6.45","6.37","124.61M","-0.93%"
"2018年3月8日","6.45","6.41","6.47","6.35","78.70M","0.16%"
"2018年3月7日","6.44","6.44","6.50","6.40","98.57M","-0.46%"
"2018年3月6日","6.47","6.45","6.49","6.38","158.59M","1.25%"
"2018年3月5日","6.39","6.33","6.42","6.30","116.72M","0.95%"
"2018年3月2日","6.33","6.31","6.39","6.29","82.45M","-0.94%"
"2018年3月1日","6.39","6.32","6.40","6.27","138.41M","-0.31%"
"2018年2月28日","6.41","6.45","6.46","6.32","167.24M","-2.29%"
"2018年2月27日","6.56","6.65","6.66","6.50","172.07M","-1.06%"
"2018年2月26日","6.63","6.65","6.75","6.58","188.82M","0.76%"
"2018年2月23日","6.58","6.56","6.65","6.50","193.42M","1.54%"
"2018年2月22日","6.48","6.43","6.51","6.37","259.66M","2.69%"
"2018年2月14日","6.31","6.35","6.37","6.24","133.29M","-0.47%"
"2018年2月13日","6.34","6.35","6.46","6.31","243.24M","0.63%"
"2018年2月12日","6.30","6.28","6.39","6.21","248.63M","-1.25%"
"2018年2月9日","6.38","6.44","6.49","6.11","489.04M","-5.06%"
"2018年2月8日","6.72","6.92","6.93","6.58","432.52M","-6.01%"
"2018年2月7日","7.15","7.46","7.72","7.04","513.90M","-3.51%"
"2018年2月6日","7.41","7.41","7.53","7.22","479.66M","-2.88%"
"2018年2月5日","7.63","7.36","7.67","7.34","335.16M","1.19%"
"2018年2月2日","7.54","7.19","7.56","7.07","440.91M","5.31%"
"2018年2月1日","7.16","7.10","7.17","6.97","311.48M","1.13%"
"2018年1月31日","7.08","7.13","7.15","7.02","259.12M","-1.80%"
"2018年1月30日","7.21","7.33","7.42","7.18","242.38M","-3.09%"
"2018年1月29日","7.44","7.39","7.62","7.36","449.19M","0.81%"
"2018年1月26日","7.38","7.18","7.39","7.14","318.58M","1.79%"
"2018年1月25日","7.25","7.42","7.51","7.22","491.62M","-0.96%"
"2018年1月24日","7.32","7.12","7.33","7.02","693.93M","3.98%"
"2018年1月23日","7.04","6.98","7.05","6.88","614.00M","1.88%"
"2018年1月22日","6.91","7.06","7.12","6.87","396.09M","-1.85%"
"2018年1月19日","7.04","6.99","7.11","6.94","415.73M","0.57%"
"2018年1月18日","7.00","7.05","7.05","6.89","405.58M","-0.43%"
"2018年1月17日","7.03","7.05","7.25","6.96","425.63M","-1.13%"
"2018年1月16日","7.11","7.28","7.38","7.09","444.46M","-2.47%"
"2018年1月15日","7.29","7.20","7.44","7.10","331.95M","1.96%"
"2018年1月12日","7.15","7.10","7.23","6.99","193.76M","0.99%"
"2018年1月11日","7.08","7.15","7.18","7.01","163.55M","-0.98%"
"2018年1月10日","7.15","7.17","7.35","7.10","469.44M","2.14%"
"2018年1月9日","7.00","7.07","7.11","6.93","271.38M","-0.71%"
"2018年1月8日","7.05","7.02","7.14","6.98","334.92M","-0.14%"
"2018年1月5日","7.06","6.90","7.18","6.85","426.64M","2.32%"
"2018年1月4日","6.90","6.56","7.08","6.56","510.09M","6.65%"
"2018年1月3日","6.47","6.36","6.52","6.34","243.15M","1.57%"
"2018年1月2日","6.37","6.16","6.47","6.16","367.57M","3.92%"
"2017年12月29日","6.13","6.18","6.20","6.10","70.40M","-0.81%"
"2017年12月28日","6.18","6.10","6.20","6.06","135.82M","1.31%"
"2017年12月27日","6.10","6.09","6.18","6.08","148.58M","0.66%"
"2017年12月26日","6.06","6.03","6.10","6.01","90.84M","0.50%"
"2017年12月25日","6.03","6.01","6.05","5.99","90.79M","0.00%"
"2017年12月22日","6.03","5.96","6.08","5.95","94.97M","1.01%"
"2017年12月21日","5.97","5.95","5.99","5.93","56.79M","0.00%"
"2017年12月20日","5.97","5.96","5.98","5.90","95.27M","0.17%"
"2017年12月19日","5.96","5.93","5.96","5.92","54.23M","0.34%"
"2017年12月18日","5.94","5.91","5.95","5.91","51.21M","0.17%"
"2017年12月15日","5.93","5.96","5.97","5.90","78.92M","-0.50%"
"2017年12月14日","5.96","6.02","6.06","5.95","78.98M","-1.16%"
"2017年12月13日","6.03","6.03","6.05","6.00","60.37M","-0.17%"
"2017年12月12日","6.04","6.04","6.08","6.03","123.39M","0.17%"
"2017年12月11日","6.03","6.04","6.05","6.00","92.22M","0.00%"
"2017年12月8日","6.03","6.05","6.08","6.02","74.12M","-0.66%"
"2017年12月7日","6.07","6.04","6.09","6.01","94.61M","-0.33%"
"2017年12月6日","6.09","6.10","6.14","6.06","126.31M","-0.65%"
"2017年12月5日","6.13","6.01","6.19","5.97","287.49M","1.66%"
"2017年12月4日","6.03","6.01","6.07","6.01","93.56M","0.17%"
"2017年12月1日","6.02","6.03","6.05","5.96","85.09M","-0.17%"
"2017年11月30日","6.03","6.02","6.04","5.98","81.86M","-0.17%"
"2017年11月29日","6.04","6.02","6.07","6.00","125.34M","0.33%"
"2017年11月28日","6.02","6.14","6.15","6.00","161.04M","-2.59%"
"2017年11月27日","6.18","6.20","6.25","6.08","201.36M","0.00%"
"2017年11月24日","6.18","6.14","6.23","6.12","178.53M","0.16%"
"2017年11月23日","6.17","6.24","6.27","6.10","245.14M","-0.80%"
"2017年11月22日","6.22","6.00","6.23","5.98","319.45M","3.67%"
"2017年11月21日","6.00","6.00","6.03","5.91","183.52M","0.00%"
"2017年11月20日","6.00","5.97","6.04","5.94","136.79M","0.00%"
"2017年11月17日","6.00","5.92","6.02","5.89","249.23M","1.35%"
"2017年11月16日","5.92","5.94","5.98","5.89","115.88M","-0.50%"
"2017年11月15日","5.95","6.02","6.04","5.93","250.98M","-1.98%"
"2017年11月14日","6.07","6.11","6.14","6.05","111.61M","-0.82%"
"2017年11月13日","6.12","6.11","6.14","6.05","185.27M","0.49%"
"2017年11月10日","6.09","6.21","6.25","6.07","214.65M","-2.25%"
"2017年11月9日","6.23","6.21","6.24","6.16","113.28M","0.16%"
"2017年11月8日","6.22","6.27","6.28","6.17","218.24M","-1.11%"
"2017年11月7日","6.29","6.25","6.40","6.23","345.34M","1.45%"
"2017年11月6日","6.20","6.18","6.29","6.16","245.80M","0.81%"
"2017年11月3日","6.15","6.13","6.18","6.06","230.06M","0.49%"
"2017年11月2日","6.12","6.09","6.16","6.07","170.87M","0.16%"
"2017年11月1日","6.11","5.98","6.13","5.97","297.15M","2.35%"
"2017年10月31日","5.97","6.00","6.01","5.94","115.51M","-0.33%"
"2017年10月30日","5.99","5.89","6.01","5.87","246.77M","2.04%"
"2017年10月27日","5.87","5.90","5.92","5.85","69.53M","-0.34%"
"2017年10月26日","5.89","5.90","5.91","5.85","92.92M","-0.34%"
"2017年10月25日","5.91","5.93","5.94","5.88","69.36M","-0.17%"
"2017年10月24日","5.92","5.83","5.94","5.83","129.73M","1.20%"
"2017年10月23日","5.85","5.86","5.87","5.82","49.39M","-0.17%"
"2017年10月20日","5.86","5.89","5.90","5.85","49.02M","-1.01%"
"2017年10月19日","5.92","5.87","5.92","5.85","130.50M","0.34%"
"2017年10月18日","5.90","5.81","5.92","5.81","165.62M","1.37%"
"2017年10月17日","5.82","5.82","5.84","5.80","55.87M","0.17%"
"2017年10月16日","5.81","5.81","5.82","5.78","93.02M","0.00%"
"2017年10月13日","5.81","5.81","5.81","5.77","78.28M","-0.17%"
"2017年10月12日","5.82","5.86","5.86","5.80","80.40M","-0.68%"
"2017年10月11日","5.86","5.86","5.87","5.83","58.55M","0.17%"
"2017年10月10日","5.85","5.87","5.88","5.83","67.34M","-0.34%"
"2017年10月9日","5.87","5.93","5.93","5.85","72.50M","-0.51%"
"2017年9月29日","5.90","5.90","5.92","5.87","41.54M","0.00%"
"2017年9月28日","5.90","5.92","5.94","5.87","51.78M","-0.34%"
"2017年9月27日","5.92","5.95","5.96","5.91","41.49M","-0.67%"
"2017年9月26日","5.96","5.95","6.01","5.94","104.32M","0.51%"
